,_addr,_desc,INC_DATE
109,712 S FOREST AVE Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Acres Burned: 0.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Equipment Involved: Range, stove with/without oven, cooking surface
Suppression Factors #1: Size, height, or other building characteristic
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 20.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1455.0
Fire Origin (starting story): 15.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate
Number of Sprinklers Operating: 0.0",2023-06-27
110,1818 S HARDY DR Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1274.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-06-29
111,3420 S MILL AVE Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1500.0
Fire Origin (starting story): 1.0
Detector Presence: None Present
AES Presence: None Present",2023-06-29
112,1036 S Mariana ST Tempe AZ 85281,"Number of Residential Units: 5.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Roof surface: exterior
Heat Source: Fireworks
Item First Ignited: Light vegetation - not crop, including grass
Type of Material: Natural product, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Playing with heat source
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1400.0
Fire Origin (starting story): 2.0
Detector Presence: None Present
AES Presence: None Present",2023-06-30
113,1818 S HARDY DR Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Attic: vacant, crawl space above top story, cupola
Heat Source: Hot or smoldering object, other
Item First Ignited: Insulation within structural area
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Rekindle
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1400.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Structural member or framing
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: None Present",2023-06-30
114,1036 S MARIANA ST Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Roof surface: exterior
Heat Source: Spark, ember or flame from operating equipment
Item First Ignited: Organic materials, other
Type of Material: Natural product, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Arc, spark from operating equipment
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: Other
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1250.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: None Present",2023-06-30
115,211 S ROOSEVELT ST Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Heavy vegetation - not crop, including trees
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Beyond building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1384.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Heavy vegetation - not crop, including trees
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-07-01
116,1501 S FARMER AVE Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 2.0
Acres Burned: 0.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1632.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Undetermined
AES Presence: None Present",2023-07-04
117,8201 S HARDY DR Tempe AZ 85284,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Electrical failure, malfunction, other
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 3000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Other
Detector Power: Hardwire Only
Detector Operation: Fire too small to operate
AES Presence: Present",2023-07-06
118,2929 S HARDY DR Tempe AZ 85282,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Acres Burned: 0.0
On Site Materials #1: Paper products, other
Material Storage Use #1: Bulk storage or warehousing
Area of Origin: Chute/container - trash, rubbish, waste
Heat Source: Heat, spark from friction
Item First Ignited: Rolled, wound material (paper, fabric)
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Unintentional
Equipment Involved: Other equipment involved in ignition
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 19921.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Rolled, wound material (paper, fabric)
Type Material Contributing Most To Spread: Wood or paper, processed, other
Detector Presence: Detectors Present
Detector Type: Sprinkler, water flow detection
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-07-06
119,8201 S HARDY DR Tempe AZ 85284,"Not Residential Flag: True
Number of Buildings Involved: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-07-06
120,1212 S SMITH RD Tempe AZ 85281,"Not Residential Flag: True
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-07-07
121,5650 S KYRENE RD Tempe AZ 85283,"Number of Residential Units: 2.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1800.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: None Present",2023-07-10
122,5650 S KYRENE RD Tempe AZ 85283,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-07-10
123,1817 E RIO SALADO PKY Tempe AZ 85281,"Not Residential Flag: True
Number of Buildings Involved: 0.0
Less Than One Acre: True
On Site Materials #1: Electronic: parts, supplies, equipment
Material Storage Use #1: Repair or service
Area of Origin: Equipment or service area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Equipment Involved: Undetermined
Structure Type: Structure type, other",2023-07-13
124,1921 E YALE DR Tempe AZ 85283,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-07-14
125,1921 E YALE DR Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Vehicle storage area; garage, carport
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Item First Ignited, Other
Type of Material: Volatile solid or chemical, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Electrical failure, malfunction, other
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1947.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: Occupants failed to respond
AES Presence: None Present",2023-07-14
126,1856 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2023-07-17
127,1856 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 2.0
Number of Buildings Involved: 2.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Suppression Factors #1: Poor or no access for fire department apparatus
Fire Spread: Beyond building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Undetermined
AES Presence: None Present",2023-07-17
128,823 W BROADWAY RD Tempe AZ 85282,"Not Residential Flag: True
Less Than One Acre: True
On Site Materials #1: Motor vehicles & parts, other
Material Storage Use #1: Repair or service
Area of Origin: Vehicle storage area; garage, carport
Heat Source: Undetermined
Item First Ignited: Rubbish, trash, or waste
Type of Material: Multiple types of material
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Abandoned or discarded materials or products",2023-07-19
129,3232 S MILL AVE Tempe AZ 85282,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Heat source: other
Item First Ignited: Flammable liquid/gas - in/from engine or burner
Type of Material: Flammable gas, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Flammable liquid or gas spilled",2023-07-20
130,1322 N MCCLINTOCK DR Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-07-21
131,1215 E VISTA DEL CERRO DR Tempe AZ 85281,"Number of Residential Units: 512.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Cigarette
Item First Ignited: Exterior wall covering or finish
Type of Material: Type of material first ignited, other
Cause of Ignition: Cause undetermined after investigation
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 14000.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-07-23
132,705 W BASELINE RD Tempe AZ 85283,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Fat, grease, butter, margarine, lard
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Equipment Involved: Deep fryer
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2416.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Other
AES Operation: Failed to Operate
AES Failure Reason: Fire not in area protected by the system",2023-07-24
133,514 W 9TH ST Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Bedroom - < 5 persons; included are jail or prison
Heat Source: Cigarette
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Unintentional
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1152.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: None Present
AES Presence: None Present",2023-07-25
134,3122 S MCCLINTOCK DR Tempe AZ 85282,"Number of Residential Units: 0.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2023-07-28
135,129 S HARDY DR Tempe AZ 85281,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 0.0
Acres Burned: 0.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation",2023-07-28
136,55 S MCCLINTOCK DR Tempe AZ 85281,"Number of Buildings Involved: 0.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Confined To Origin: Fire Spread was Confined to Object of Origin
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined",2023-08-03
137,730 N MILL AVE Tempe AZ 85281,"Area of Origin: Vehicle area, other
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-08-06
138,1127 N SCOTTSDALE RD Tempe AZ 85288,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Less Than One Acre: True
On Site Materials #1: Autos, trucks, buses, recreational vehicles
Material Storage Use #1: Repair or service
Area of Origin: Outside area, other
Heat Source: Cigarette lighter
Item First Ignited: Multiple items first ignited
Type of Material: Multiple types of material
Cause of Ignition: Intentional
Equipment Involved: Electrical distribution, power transfer, other
Suppression Factors #1: Delayed detection of fire
Fire Spread: Beyond building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 675.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Multiple items first ignited
Type Material Contributing Most To Spread: Multiple types of material
Detector Presence: Undetermined
AES Presence: None Present",2023-08-07
139,1440 W UNIVERSITY DR Tempe AZ 85281,"Number of Residential Units: 0.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-08-07
140,200 E CURRY RD Tempe AZ 85281,"Number of Residential Units: 0.0
Not Residential Flag: True
Acres Burned: 0.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Undetermined
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined",2023-08-08
141,2092 E GREENWAY DR Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2023-08-09
142,1831 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 0.0
Not Residential Flag: True
Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-08-09
143,4901 S CALLE LOS CERROS Tempe AZ 85282,"Number of Residential Units: 2.0
Number of Buildings Involved: 1.0
Area of Origin: Function area, other
Heat Source: Undetermined
Item First Ignited: Upholstered sofa, chair, vehicle seats
Type of Material: Fabric, fiber, cotton, blends, rayon, wool
Cause of Ignition: Cause undetermined after investigation
Equipment Involved: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 812.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: None Present",2023-08-11
144,4901 S CALLE LOS CERROS Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-08-11
145,3115 S MCCLINTOCK DR Tempe AZ 85282,"Not Residential Flag: True
Number of Buildings Involved: 1.0
Less Than One Acre: True
On Site Materials #1: Food, other
Material Storage Use #1: Bulk storage or warehousing
Area of Origin: Storage area, other
Heat Source: Arcing
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Electrical failure, malfunction, other
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 40000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Hardwire Only
Detector Operation: Fire too small to operate
AES Presence: Present",2023-08-15
146,1502 E NORTHSHORE DR Tempe AZ 85283,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Arcing
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-08-16
147,1500 S MILL AVE Tempe AZ 85281,"Area of Origin: Duct: hvac, cable, exhaust, heating, or AC
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 25000.0
Fire Origin (starting story): 4.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2023-08-16
148,1522 E SOUTHERN AVE Tempe AZ 85282,"Number of Residential Units: 0.0
Area of Origin: Vehicle area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-08-17
149,1602 N SCOTTSDALE RD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2023-08-17
150,1405 W BASELINE RD Tempe AZ 85283,"Not Residential Flag: True
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Failure to clean
Equipment Involved: Deep fryer
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 3202.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Fat, grease, butter, margarine, lard
Detector Presence: None Present
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 2.0",2023-08-18
151,3409 S RURAL RD Tempe AZ 85282,"Number of Residential Units: 0.0
Number of Buildings Involved: 0.0
Area of Origin: Cargo/trunk area - all vehicles
Heat Source: Undetermined
Item First Ignited: Undetermined
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-08-19
152,1901 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Undetermined
Item First Ignited: Cooking materials, including edible materials
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 0.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Undetermined
Detector Power: Unknown
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2023-08-21
153,510 E UNIVERSITY DR Tempe AZ 85281,"Area of Origin: Conduit, pipe, utility, or ventilation shaft
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 7.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 100.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Sprinkler, water flow detection
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 2.0",2023-08-24
154,3326 S ELM ST Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Storage supplies, other
Type of Material: Multiple types of material
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Equipment Involved: Grill, hibachi, barbecue
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1260.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Box, carton, bag, basket, barrel
Type Material Contributing Most To Spread: Multiple types of material
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2023-08-25
155,3326 S ELM ST Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation",2023-08-25
156,3326 S ELM ST Tempe AZ 85282,"Number of Residential Units: 2.0
Area of Origin: Exterior balcony, unenclosed porch
Heat Source: Heat spread from another fire, other
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause, other
Factors Contributing To Ignition #1: Exposure fire",2023-08-25
157,701 W GROVE PKY Tempe AZ 85283,"Number of Residential Units: 2.0
Area of Origin: Duct: hvac, cable, exhaust, heating, or AC
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 600.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-08-26
158,1330 W BASELINE RD Tempe AZ 85282,"On Site Materials #1: Undetermined
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Act of nature
Factors Contributing To Ignition #1: Undetermined
Structure Type: Structure type, other",2023-08-27
159,2425 S LOS FELIZ DR Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Structure Type: Structure type, other",2023-08-27
160,1050 E CARVER RD Tempe AZ 85284,"Area of Origin: Duct: hvac, cable, exhaust, heating, or AC
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Worn out
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 40000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2023-08-29
161,5835 S COUNTRY CLUB WAY Tempe AZ 85283,"Number of Residential Units: 1.0
Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Arcing
Item First Ignited: Insulation within structural area
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 0.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: None Present",2023-09-04
